"","Family","Subfamily","Tribe","Genus","animal","type","caste.number","caste.number.ref","colony.size","colony.size.ref","queen.mating.frequency.original","queen.number.continuous","queen.number.binary","Inherent_Constraints_Scale","Conditional_Constraints_Scale","Constraints_Confidence","Constraints_Scale_Notes","Ref.2","Supercolonial.Helantera.review_no.stringent.nonstringent","social.parasite.Antwiki_no.yes","clonal","hybridisation","Taxonomic_info.Antcat.registered_undescribed.species_Antcat.unregistered_incertae.sedis._subspecies","Min_size","Max_size","Raw_Data_all_workers","Sample_size_all_workers","Queen_HW_mean","Queen_HW_mean.1","Sample_size_queen","Raw_data_queen"
"538","Formicidae","Ponerinae","Ponerini","Odontoponera","Odontoponera_denticulata","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"539","Formicidae","Dorylinae",NA,"Ooceraea","Ooceraea_biroi","ant",1,"Borowiec, 2016; Oster & Wilson, 1978",600,"Tsuji & Yamauchi, 1994",NA,NA,NA,2,NA,1,"males and reproductive female offspring. Ravary, Fabien, and Pierre Jaisson. ""The reproductive cycle of thelytokous colonies of Cerapachys biroi Forel (Formicidae, Cerapachyinae)."" Insectes Sociaux 49.2 (2002): 114-119",NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"540","Formicidae","Ponerinae","Ponerini","Ophthalmopone - synonymous with Pachycondyla_berthoudi","Ophthalmopone_berthoudi","ant",1,"Holldobler&Wilson, 1990; Ito, 2010 - gamergate queenless species",165.95,"Villet, 1990; Monnin & Peeters, 2008 (citing Peeters & Crewe, 1984 + Peeters & Crewe, 1985 + Peeters & Crewe, 1986 + Sledge et al., 1996 +Sledge et al., 1999 + Sledge et al., 2001)",NA,"13",1,1,NA,1,"workers in queenless nests can become inseminated and produce females. No reproduction known in queenright nests. See page 190 of Holldolbler and Wilson The Ants",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"541","Formicidae","Formicinae","Camponotini","Opisthopsis","Opisthopsis_haddoni","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"542","Formicidae","Myrmicinae","Dacetini","Orectognathus","Orectognathus_sarasini","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"543","Formicidae","Myrmicinae","Dacetini","Orectognathus","Orectognathus_spp.","ant",1,"Carlin, 1981",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"544","Apidae","Apinae","Meliponini","Oxytrigona","Oxytrigona_mellicolor","bee",1,NA,5500,"Slaa et al., 2003",NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"545","Formicidae","Ponerinae","Ponerini","Pachycondyla","Pachycondyla_sp._2","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"546","Formicidae","Ponerinae","Ponerini","Pachycondyla","Pachycondyla_sp.8WestJava","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",11,"Monnin & Peeters, 2008 (citing Ito, 1993)",NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"547","Formicidae","Ponerinae","Ponerini","Pachycondyla","Pachycondyla_sp10","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"548","Vespidae","Polistinae","Epiponini","Metapolybia","Parachartergus_colobopterus","wasp",1,"Platt et al., 2004",NA,"Hammond&Keller, 2004; Kud√¥ et al 2005; Platt et al., 2004; Strassman et al., 2002","1","46",1,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"549","Vespidae","Polistinae","Epiponini","Parachartergus","Parachartergus_fraternus","wasp",1,NA,257,"Raw, 1998",NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"550","Vespidae","Polistinae","Epiponini","Parachartergus","Parachartergus_smithii","wasp",1,"Mateus et al., 1997",131,"Mateus et al., 1997",NA,NA,1,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"551","Vespidae","Polistinae","Polistini","Polistes","Parapolybia_indica","wasp",1,NA,NA,NA,NA,"1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"552","Formicidae","Dorylinae",NA,"Parasyscia - was cerapachys","Parasyscia_cfcribrinodis","ant",1,"Wilson, 1978",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"553","Formicidae","Myrmicinae","Attini","Paratrachymyrmex","Paratrachymyrmex_cornetzisp1","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",300,"Hammond&Keller, 2004 (citing Villesen et al., 2002)","1.211","1",0,NA,NA,NA,"",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"554","Formicidae","Formicinae","Plagiolepidini","Paratrechina","Paratrechina_ha","ant",1,"Oster & Wilson, 1978",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"555","Formicidae","Formicinae","Plagiolepidini","Paratrechina","Paratrechina_longicornis","ant",1,"Oster & Wilson, 1978",2000,"Holldobler&Wilson, 1990; Burchill & Moreau, 2016 - (citing Wilson, 1959)",NA,NA,NA,NA,NA,NA,"",NA,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"556","Formicidae","Formicinae","Plagiolepidini","Paratrechina","Paratrechina_pubens","ant",1,"Oster & Wilson, 1978",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA
"557","Formicidae","Formicinae","Plagiolepidini","Paratrechina","Paratrechina_sp10","ant",1,"Oster & Wilson, 1978",200,"Holldobler&Wilson, 1990; Burchill & Moreau, 2016 - (citing Kaspari & Vargo, 1995)",NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"558","Formicidae","Formicinae","Plagiolepidini","Paratrechina","Paratrechina_sp11","ant",1,"Oster & Wilson, 1978",150,"Holldobler&Wilson, 1990; Burchill & Moreau, 2016 - (citing Wilson, 1959)",NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"559","Apidae","Apinae","Meliponini","Paratrigona","Paratrigona_lineata","bee",1,"Gruter et al., 2017",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"560","Apidae","Apinae","Meliponini","Paratrigona","Paratrigona_subnuda","bee",1,NA,3750,"Hammond&Keller, 2004; Toth et al., 2004; Toth et al., 2002",NA,"1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"561","Vespidae","Stenogastrinae","Stenogastrinae","Liostenogaster","Parischnogaster_alternata","wasp",1,NA,3.07,"Bolton et al., 2006","1.02","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"562","Vespidae","Stenogastrinae","Stenogastrinae","Parischnogaster","Parischnogaster_mellyi","wasp",NA,NA,NA,NA,"1","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"563","Apidae","Apinae","Meliponini","Partamona","Partamona_helleri","bee",1,"Gruter et al., 2017",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"564","Apidae","Apinae","Meliponini","Partamona","Partamona_nr_cupira","bee",1,NA,3201.25,"Jaffe et al., 2014; Wille, 1983","1","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"565","Apidae","Apinae","Meliponini","Partamona","Partamona_seridoensis","bee",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"566","Formicidae","Myrmicinae","Crematogastrini","Perissomyrmex","Perissomyrmex_medogensis","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,1.18,NA,NA
"567","Formicidae","Myrmicinae","Pheidolini","Pheidole","Pheidole_angulifera","ant",2,"Holldobler & Wilson, 1990; Longino, 2019",NA,NA,NA,NA,1,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"568","Formicidae","Myrmicinae","Pheidolini","Pheidole","Pheidole_bic","ant",2,"Holldobler & Wilson, 1990",275,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"569","Formicidae","Myrmicinae","Pheidolini","Pheidole","Pheidole_BSH","ant",2,"Holldobler & Wilson, 1990",206,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"570","Formicidae","Myrmicinae","Pheidolini","Pheidole","Pheidole_CCC","ant",2,"Holldobler & Wilson, 1990",375,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"571","Formicidae","Myrmicinae","Pheidolini","Pheidole","Pheidole_CCR","ant",2,"Holldobler & Wilson, 1990",134,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"572","Formicidae","Myrmicinae","Pheidolini","Pheidole","Pheidole_cho","ant",2,"Holldobler & Wilson, 1990",88,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"573","Formicidae","Myrmicinae","Pheidolini","Pheidole","Pheidole_DSS","ant",2,"Holldobler & Wilson, 1990",22,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"574","Formicidae","Myrmicinae","Pheidolini","Pheidole","Pheidole_eye","ant",2,"Holldobler & Wilson, 1990",36,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"575","Formicidae","Myrmicinae","Pheidolini","Pheidole","Pheidole_GLO","ant",2,"Holldobler & Wilson, 1990",44,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"576","Formicidae","Myrmicinae","Pheidolini","Pheidole","Pheidole_hfb","ant",2,"Holldobler & Wilson, 1990",205,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"577","Formicidae","Myrmicinae","Pheidolini","Pheidole","Pheidole_int","ant",2,"Holldobler & Wilson, 1990",126,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"578","Formicidae","Myrmicinae","Pheidolini","Pheidole","Pheidole_megacephala","ant",2,"Holldobler & Wilson, 1990; Huang et al., 2013; Longino, 2019; Rajakumar et al., 2018",1e+05,"Fjerdingstad, 2006",NA,NA,1,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"579","Formicidae","Myrmicinae","Pheidolini","Pheidole","Pheidole_MGA","ant",2,"Holldobler & Wilson, 1990",152,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"580","Formicidae","Myrmicinae","Pheidolini","Pheidole","Pheidole_MGS","ant",2,"Holldobler & Wilson, 1990",159,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"581","Formicidae","Myrmicinae","Pheidolini","Pheidole","Pheidole_MIC","ant",2,"Holldobler & Wilson, 1990",62,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"582","Formicidae","Myrmicinae","Pheidolini","Pheidole","Pheidole_MIN","ant",2,"Holldobler & Wilson, 1990",80,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"583","Formicidae","Myrmicinae","Pheidolini","Pheidole","Pheidole_NEB","ant",2,"Holldobler & Wilson, 1990",61,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"584","Formicidae","Myrmicinae","Pheidolini","Pheidole","Pheidole_NGA","ant",2,"Holldobler & Wilson, 1990",62,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"585","Formicidae","Myrmicinae","Pheidolini","Pheidole","Pheidole_NIT","ant",2,"Holldobler & Wilson, 1990",547,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"586","Formicidae","Myrmicinae","Pheidolini","Pheidole","Pheidole_PCHO","ant",2,"Holldobler & Wilson, 1990",NA,NA,NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"587","Formicidae","Myrmicinae","Pheidolini","Pheidole","Pheidole_PEB","ant",2,"Holldobler & Wilson, 1990",300,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"588","Formicidae","Myrmicinae","Pheidolini","Pheidole","Pheidole_PNGA-nigricul","ant",2,"Holldobler & Wilson, 1990",NA,NA,NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"589","Formicidae","Myrmicinae","Pheidolini","Pheidole","Pheidole_pnig","ant",2,"Holldobler & Wilson, 1990",113,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"590","Formicidae","Myrmicinae","Pheidolini","Pheidole","Pheidole_pnigb","ant",2,"Holldobler & Wilson, 1990",105,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"591","Formicidae","Myrmicinae","Pheidolini","Pheidole","Pheidole_poc","ant",2,"Holldobler & Wilson, 1990",58,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"592","Formicidae","Myrmicinae","Pheidolini","Pheidole","Pheidole_PPOC","ant",2,"Holldobler & Wilson, 1990",NA,NA,NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"593","Formicidae","Myrmicinae","Pheidolini","Pheidole","Pheidole_PRUG-L","ant",2,"Holldobler & Wilson, 1990",NA,NA,NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"594","Formicidae","Myrmicinae","Pheidolini","Pheidole","Pheidole_PRUG~B","ant",2,"Holldobler & Wilson, 1990",NA,NA,NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"595","Formicidae","Myrmicinae","Pheidolini","Pheidole","Pheidole_renb","ant",2,"Holldobler & Wilson, 1990",60,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"596","Formicidae","Myrmicinae","Pheidolini","Pheidole","Pheidole_rpc","ant",2,"Holldobler & Wilson, 1990",60,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"597","Formicidae","Myrmicinae","Pheidolini","Pheidole","Pheidole_sbi","ant",2,"Holldobler & Wilson, 1990",42,"Kaspari & Vargo, 1995",NA,NA,NA,4,4,0,"multiple sources describing Pheidole genus as completely lacking ovaries. No indication in intrageneric variation but confidence marked as 0 just to be safe. Example of ref = workers lack ovaries and are thus invariably sterile regardless of the queen mating frequency and numbers of queens per colony. Huang MH, Wheeler DE, Fjerdingstad EJ. Mating system evolution and worker caste diversity in Pheidole ants. Mol Ecol. 2013 Apr;22(7):1998-2010. ",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
