"","Family","Subfamily","Tribe","Genus","animal","type","caste.number","caste.number.ref","colony.size","colony.size.ref","queen.mating.frequency.original","queen.number.continuous","queen.number.binary","Inherent_Constraints_Scale","Conditional_Constraints_Scale","Constraints_Confidence","Constraints_Scale_Notes","Ref.2","Supercolonial.Helantera.review_no.stringent.nonstringent","social.parasite.Antwiki_no.yes","clonal","hybridisation","Taxonomic_info.Antcat.registered_undescribed.species_Antcat.unregistered_incertae.sedis._subspecies","Min_size","Max_size","Raw_Data_all_workers","Sample_size_all_workers","Queen_HW_mean","Queen_HW_mean.1","Sample_size_queen","Raw_data_queen"
"106",NA,NA,NA,"Asphinctopone","Asphinctopone_differens","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,NA,"Asphinctopone","Asphinctopone_pilosa","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,NA,"Asphinctopone","Asphinctopone_silvestrii","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,0.64,NA,NA
"109","Vespidae","Polistinae","Epiponini","Synoeca","Asteloeca_ujhelyii","wasp",NA,NA,77,"Kud√¥ et al 2005",NA,NA,1,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"110","Halictidae","Halictinae","Augochlorini","Augochlorella","Augochlorella_michaelis","bee",1,NA,3.5,"Michner, 1974",NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"111","Halictidae","Halictinae","Augochlorini","Augochlorella","Augochlorella_persimilis","bee",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"112","Halictidae","Halictinae","Augochlorini","Augochlorella","Augochlorella_pura","bee",1,"Hughes et al. 2008",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"113","Halictidae","Halictinae","Augochlorini","Augochlorella","Augochlorella_striata","bee",1,"Hughes et al. 2008",7,"Jaffe et al., 2014","1","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"114","Apidae","Apinae","Meliponini","Austroplebeia","Austroplebeia_australis","bee",1,NA,2000,"Hammond&Keller, 2004","1","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"115","Apidae","Apinae","Meliponini","Austroplebeia","Austroplebeia_cassiae","bee",1,NA,3000,"Gruter, 2018",NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"116","Apidae","Apinae","Meliponini","Austroplebeia","Austroplebeia_symei","bee",1,NA,2800,"Hammond&Keller, 2004; Toth et al., 2004","1","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,NA,NA,"Axinidris_acholli","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,NA,NA,"Axinidris_bidens","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,0.63,NA,NA
"119",NA,NA,NA,NA,"Axinidris_denticulata","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,NA,NA,"Axinidris_gabonica","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,NA,NA,"Axinidris_ghanensis","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,NA,NA,"Axinidris_hylekoites","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,0.74,NA,NA
"123",NA,NA,NA,NA,"Axinidris_hypoclinoides","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,NA,NA,"Axinidris_icipe","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,NA,NA,"Axinidris_kakamegensis","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,NA,NA,"Axinidris_kinoin","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"127",NA,NA,NA,NA,"Axinidris_lignicola","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"128",NA,NA,NA,NA,"Axinidris_luhya","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"129",NA,NA,NA,NA,"Axinidris_mlalu","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"130",NA,NA,NA,NA,"Axinidris_murielae","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,0.78,NA,NA
"131",NA,NA,NA,NA,"Axinidris_namib","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"132",NA,NA,NA,NA,"Axinidris_nigripes","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"133",NA,NA,NA,NA,"Axinidris_occidentalis","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"134",NA,NA,NA,NA,"Axinidris_okekai","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"135",NA,NA,NA,NA,"Axinidris_palligastrion","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"136",NA,NA,NA,NA,"Axinidris_stageri","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"137",NA,NA,NA,NA,"Axinidris_tridens","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"138",NA,NA,NA,NA,"Basiceros_scambognathus","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,1.21,NA,NA
"139","Formicidae","Ponerinae","Ponerini","Belonopelta","Belonopelta_deletrix","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"140","Formicidae","Myrmicinae","Attini","Blepharidatta","Blepharidatta_brasiliensis","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"141","Formicidae","Myrmicinae","Attini","Blepharidatta","Blepharidatta_conops","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"142","Apidae","Bombinae","Bombini","Bombus","Bombus_affinis","bee",1,NA,138,"Rodriguez-Serrano et al., 2012; Michner, 1974","1","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"143","Apidae","Bombinae","Bombini","Bombus","Bombus_agrorum","bee",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"144","Apidae","Bombinae","Bombini","Bombus (pyrobombus_ardens)","Bombus_ardens","bee",1,NA,34.5,"Cueva del Castillo et al., 2015; Jaffe et al., 2014","1",NA,0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"145","Apidae","Bombinae","Bombini","Bombus","Bombus_atratus","bee",1,NA,54.3,"Cueva del Castillo et al., 2015",NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"146","Apidae","Bombinae","Bombini","Bombus","Bombus_auricomus","bee",1,NA,35,"Jaffe et al., 2014","1","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"147","Apidae","Bombinae","Bombini","Bombus","Bombus_bifarius","bee",1,NA,NA,NA,NA,"1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"148","Apidae","Bombinae","Bombini","Bombus","Bombus_bimaculatus","bee",1,NA,35,"Rodriguez-Serrano et al., 2012; Michner, 1974","1.05","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"149","Apidae","Bombinae","Bombini","Bombus","Bombus_brasiliensis","bee",1,NA,42,"Cueva del Castillo et al., 2015",NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"150","Apidae","Bombinae","Bombini","Bombus","Bombus_californicus","bee",1,NA,NA,NA,NA,"1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"151","Apidae","Bombinae","Bombini","Bombus","Bombus_citrinus","bee",1,NA,50,"Jaffe et al., 2014","1.76","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"152","Apidae","Bombinae","Bombini","Bombus","Bombus_diversus","bee",1,NA,271.5,"Cueva del Castillo et al., 2015","1",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"153","Apidae","Bombinae","Bombini","Bombus","Bombus_ephippiatus","bee",1,NA,465,"Cueva del Castillo et al., 2015",NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"154","Apidae","Bombinae","Bombini","Bombus","Bombus_florilegus","bee",1,NA,NA,NA,"1",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"155","Apidae","Bombinae","Bombini","Bombus","Bombus_frigidus","bee",1,NA,NA,NA,NA,"1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"156","Apidae","Bombinae","Bombini","Bombus","Bombus_griseocollis","bee",1,NA,46,"Jaffe et al., 2014","1","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"157","Apidae","Bombinae","Bombini","Bombus","Bombus_honshuensis","bee",1,NA,120,"Cueva del Castillo et al., 2015; Jaffe et al., 2014","1",NA,0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"158","Apidae","Bombinae","Bombini","Bombus","Bombus_hortorum","bee",1,NA,110,"Rodriguez-Serrano et al., 2012; Jaffe et al., 2014","1","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"159","Apidae","Bombinae","Bombini","Bombus","Bombus_humilis","bee",1,NA,NA,NA,"1","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"160","Apidae","Bombinae","Bombini","Bombus","Bombus_hypnorum","bee",1,NA,29.95,"Hammond&Keller, 2004; Rodriguez-Serrano et al., 2012","1.18","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"161","Apidae","Bombinae","Bombini","Bombus - synonymous with Bombus_hypocrita_sapporoensis which is a subspecies","Bombus_hypocrita","bee",1,NA,38,"Cueva del Castillo et al., 2015","3.61",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"162","Apidae","Bombinae","Bombini","Bombus","Bombus_ignitus","bee",1,NA,62.5,"Cueva del Castillo et al., 2015; Zhang et al., 2018","1","1",NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"163","Apidae","Bombinae","Bombini","Bombus","Bombus_impatiens","bee",1,NA,338.33,"Rodriguez-Serrano et al., 2012; Cueva del Castillo et al., 2015; Jaffe et al., 2012","1.04","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"164","Apidae","Bombinae","Bombini","Bombus","Bombus_insularis","bee",1,NA,NA,NA,"1",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"165","Apidae","Bombinae","Bombini","Bombus","Bombus_lantschouensis","bee",1,NA,224,"Zhang et al., 2018","1","1",NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"166","Apidae","Bombinae","Bombini","Bombus","Bombus_lapidarius","bee",1,NA,150,"Rodriguez-Serrano et al., 2012; Jaffe et al., 2014","1","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"167","Apidae","Bombinae","Bombini","Bombus","Bombus_lucorum","bee",1,NA,140.4,"Rodriguez-Serrano et al., 2012; Cueva del Castillo et al., 2015; Michner, 1974","1","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"168","Apidae","Bombinae","Bombini","Bombus","Bombus_medius","bee",1,NA,800,"Cueva del Castillo et al., 2015",NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"169","Apidae","Bombinae","Bombini","Bombus","Bombus_melaleucus","bee",1,NA,43,"Cueva del Castillo et al., 2015",NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"170","Apidae","Bombinae","Bombini","Bombus","Bombus_morio","bee",1,NA,67.5,"Cueva del Castillo et al., 2015",NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"171","Apidae","Bombinae","Bombini","Bombus","Bombus_muscorum","bee",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"172","Apidae","Bombinae","Bombini","Bombus","Bombus_nevadensis","bee",1,NA,139,"Hobbs, 1965",NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"173","Apidae","Bombinae","Bombini","Bombus","Bombus_occidentalis","bee",1,NA,55,"Jaffe et al., 2014",NA,NA,0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"174","Apidae","Bombinae","Bombini","Bombus","Bombus_pascuorum","bee",1,NA,110,"Rodriguez-Serrano et al., 2012; Jaffe et al., 2014","1","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"175","Apidae","Bombinae","Bombini","Bombus","Bombus_patagiatus","bee",1,NA,205,"Zhang et al., 2018","1","1",NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"176","Apidae","Bombinae","Bombini","Bombus","Bombus_pennsylvanicus","bee",1,NA,150,"Cueva del Castillo et al., 2015",NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"177","Apidae","Bombinae","Bombini","Bombus","Bombus_perplexus","bee",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"178","Apidae","Bombinae","Bombini","Pyrobombus","Bombus_pratorum","bee",1,NA,100,"Jaffe et al., 2014","1","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"179","Apidae","Bombinae","Bombini","Bombus","Bombus_pseudobaicalensis","bee",1,NA,20,"Cueva del Castillo et al., 2015",NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"180","Apidae","Bombinae","Bombini","Bombus","Bombus_pullatus","bee",1,NA,336.5,"Cueva del Castillo et al., 2015",NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"181","Apidae","Bombinae","Bombini","Bombus","Bombus_ruderatus","bee",1,NA,400,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"182","Apidae","Bombinae","Bombini","Bombus","Bombus_rufocinctus","bee",1,NA,NA,NA,NA,"1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"183","Apidae","Bombinae","Bombini","Bombus","Bombus_schrencki","bee",1,NA,25.5,"Cueva del Castillo et al., 2015",NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"184","Apidae","Bombinae","Bombini","Bombus","Bombus_sichelii","bee",1,NA,NA,NA,"1","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"185","Apidae","Bombinae","Bombini","Bombus","Bombus_sylvarum","bee",1,NA,NA,NA,"1","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"186","Apidae","Bombinae","Bombini","Bombus","Bombus_terrestris","bee",1,NA,233.33,"Alford, 1975; Cueva del Castillo et al., 2015; Jaffe et al., 2014; Zhang et al., 2018","1","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"187","Apidae","Bombinae","Bombini","Bombus","Bombus_terricola","bee",1,NA,100,"Michner, 1974",NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"188","Apidae","Bombinae","Bombini","Bombus","Bombus_transversalis","bee",1,NA,118.6,"Cueva del Castillo et al., 2015",NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"189","Apidae","Bombinae","Bombini","Bombus","Bombus_variabilis","bee",1,NA,NA,NA,"1","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"190","Apidae","Bombinae","Bombini","Bombus","Bombus_vosnesenskii","bee",1,NA,1848,"Cueva del Castillo et al., 2015",NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"191","Apidae","Bombinae","Bombini","Bombus","Bombus_wilmattae","bee",1,NA,185.4,"Huth-Schwarz et al., 2011b","1.08",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"192","Formicidae","Dolichoderinae","Bothriomyrmecini","Bothriomyrmex","Bothriomyrmex_hispanicus","ant",1,"Wilson, 1978",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","Formicidae","Dolichoderinae","Bothriomyrmecini","Bothriomyrmex","Bothriomyrmex_paradoxus","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,0.54,NA,NA
"194","Formicidae","Ponerinae","Ponerini","Bothroponera - synonymous with/was Pachycondyla_kruegeri + Pachycondyla_krugeri","Bothroponera_kruegeri","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017; Ito, 2010",45.25,"Villet, 1990; Monnin & Peeters, 2008 (citing Peeters & Crewe, 1986 + Wildman & Crew, 1988 + Villet & Wildman, 1991)",NA,NA,0,1,4,1,"gamergates but not all species in genus are",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"195","Formicidae","Ponerinae","Ponerini","Bothroponera - synonymous with Pachycondyla_tesseronoda","Bothroponera_tesseronoda","ant",1,"Blanchard & Moreau, 2017",102,"Ito, 2010",NA,"4",1,1,4,1,"gamergates but not all species in genus are",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"196","Vespidae","Polistinae","Epiponini","Angiopolybia","Brachygastra_augusti","wasp",1,NA,181,"Raw, 1998",NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"197","Vespidae","Polistinae","Epiponini","Brachygastra","Brachygastra_bilineolata","wasp",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"198","Vespidae","Polistinae","Epiponini","Brachygastra","Brachygastra_mellifica","wasp",1,NA,7951,"Hammond&Keller, 2004; Kud√¥ et al 2005; Hastings et al., 1998 (all give same figure)","1",NA,1,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"199","Vespidae","Polistinae","Epiponini","Brachygastra","Brachygastra_moebiana","wasp",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"200","Vespidae","Polistinae","Epiponini","Brachygastra","Brachygastra_scutellaris","wasp",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"201","Formicidae","Formicinae","Plagiolepidini","Brachymyrmex","Brachymyrmex_heeri","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"202","Formicidae","Formicinae","Plagiolepidini","Brachymyrmex","Brachymyrmex_pictus","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"203","Formicidae","Formicinae","Plagiolepidini","Brachymyrmex","Brachymyrmex_sp.","ant",NA,"Wilson, 1978",200,"King & Porter, 2007",NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"204","Formicidae","Formicinae","Plagiolepidini","Brachymyrmex","Brachymyrmex_sp.1","ant",NA,NA,125,"Burchill & Moreau, 2016 - (citing Kaspari & Vargo, 1995)",NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"205","Formicidae","Formicinae","Plagiolepidini","Brachymyrmex","Brachymyrmex_spnov","ant",NA,"Wilson, 1978",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"206","Formicidae","Formicinae","Plagiolepidini","Brachymyrmex","Brachymyrmex_spnrobscurior","ant",NA,"Wilson, 1978",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"207","Formicidae","Ponerinae","Ponerini","Brachyponera - synonymous with Pachycondyla_lutea","Brachyponera_lutea","ant",NA,NA,NA,NA,NA,NA,NA,4,4,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"208","Formicidae","Formicinae","Camponotini","Camponotus","Camponotus_abscisus","ant",NA,"Wilson, 1978",NA,NA,NA,NA,NA,3,4,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"209","Formicidae","Formicinae","Camponotini","Camponotus","Camponotus_aktaci","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"210","Formicidae","Formicinae","Camponotini","Camponotus","Camponotus_albicoxis","ant",NA,"Wilson, 1978",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"211","Formicidae","Formicinae","Camponotini","Camponotus","Camponotus_anatolicus","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"212","Formicidae","Formicinae","Camponotini","Camponotus","Camponotus_brevis","ant",NA,"Wilson, 1978",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"213","Formicidae","Formicinae","Camponotini","Camponotus","Camponotus_christi","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"214","Formicidae","Formicinae","Camponotini","Camponotus","Camponotus_claviscapus","ant",NA,"Wilson, 1978",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"215","Formicidae","Formicinae","Camponotini","Camponotus","Camponotus_cruentatus","ant",NA,"Wilson, 1978",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"216","Formicidae","Formicinae","Camponotini","Camponotus","Camponotus_excisus","ant",NA,"Wilson, 1978",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"217","Formicidae","Formicinae","Camponotini","Camponotus","Camponotus_hirtus","ant",NA,NA,NA,NA,NA,NA,NA,3,4,0,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"218","Formicidae","Formicinae","Camponotini","Camponotus","Camponotus_honaziensis","ant",NA,NA,NA,NA,NA,NA,NA,3,4,0,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"219","Formicidae","Formicinae","Camponotini","Camponotus","Camponotus_linnaei","ant",NA,"Wilson, 1978",NA,NA,NA,NA,NA,3,4,0,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"220","Formicidae","Formicinae","Camponotini","Camponotus","Camponotus_mucronatus","ant",NA,"Wilson, 1978",NA,NA,NA,NA,NA,3,4,0,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"221","Formicidae","Formicinae","Camponotini","Camponotus","Camponotus_papua","ant",NA,"Wilson, 1978",300,"Holldobler&Wilson, 1990",NA,NA,NA,3,4,0,"",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"222","Formicidae","Formicinae","Camponotini","Camponotus","Camponotus_piceus","ant",NA,"Wilson, 1978",NA,NA,NA,NA,NA,3,4,0,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
