animal,Family,Subfamily,Tribe,Genus,type,caste.number,caste.number.ref,colony.size,colony.size.ref,queen.mating.frequency.original,queen.number.continuous,queen.number.binary,Supercolonial.Helantera.review_no.stringent.nonstringent,social.parasite.Antwiki_no.yes,clonal,hybridisation,Taxonomic_info.Antcat.registered_undescribed.species_Antcat.unregistered_incertae.sedis._subspecies,Min_size,Max_size,Raw_Data_all_workers,Sample_size_all_workers,Queen_HW_mean,Queen_HW_mean.1,Sample_size_queen,Raw_data_queen
Cryptopone_arabica,NA,NA,NA,NA,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Cryptopone_motschulskyi,Formicidae,Ponerinae,Ponerini,Cryptopone,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",20,"Holldobler & Wilson, 1990",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Cyphomyrmex_cornutus,Formicidae,Myrmicinae,Attini,Cyphomyrmex,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",2021.75,"Adams & Longino, 2007",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Cyphomyrmex_costatus,Formicidae,Myrmicinae,Attini,Cyphomyrmex,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",99.17,"Hammond & Keller, 2004; Ferguson-Gow, 2014; Murakami et al., 2000",1,1,0,0,0,0,0,0,0.525,0.552,"0.552, 0.525",2,NA,NA,NA,NA
Cyphomyrmex_longiscapus,Formicidae,Myrmicinae,Attini,Cyphomyrmex,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",55.34,"Hammond & Keller, 2004; Ferguson-Gow, 2014","1,035",1,0,0,0,0,0,0,0.645,0.713,"0.648, 0.645, 0.713",3,NA,NA,NA,NA
Cyphomyrmex_minutus,Formicidae,Myrmicinae,Attini,Cyphomyrmex,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",150,"King & Porter, 2007",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Cyphomyrmex_muelleri,Formicidae,Myrmicinae,Attini,Cyphomyrmex,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Cyphomyrmex_rimosus,Formicidae,Myrmicinae,Attini,Cyphomyrmex,ant,1,"Holldobler&Wilson, 1990; Oster & Wilson, 1978; Blanchard & Moreau, 2017",64.49,"King & Porter, 2007; Shik, 2008; Murakami et al., 2000; Holldobler & Wilson, 1990; Beckers et al., 1989",1,1,0,0,0,0,0,0,0.534,0.756,"0.701, 0.534, 0.55, 0.71, 0.703, 0.72, 0.739, 0.571, 0.756, 0.749, 0.748, 0.711, 0.653, 0.67",14,0.6465,NA,2,"0.763, 0.53"
Dacetinops_cibdelus,Formicidae,Myrmicinae,Stenammini,Dacetinops,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",10,"Holldobler & Wilson, 1990",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Daceton_armigerum,Formicidae,Myrmicinae,Dacetini,Daceton,ant,3,"Holldobler&Wilson, 1990",2650,"Holldobler & Wilson, 1990",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Diacamma_australe,Formicidae,Ponerinae,Ponerini,Diacamma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",129,"Monnin & Peeters, 2008 (citing Peeters & Higashi, 1989)",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Diacamma_ceylonense,Formicidae,Ponerinae,Ponerini,Diacamma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",248.3,"Monnin & Ratnieks, 2001 (personal communication from Peeters); Monnin & Peeters, 2008 (citing Cuvillier-Hot et al., 2001 + Karpakakunjaram et al., 2003)",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Diacamma_cyaneiventre,Formicidae,Ponerinae,Ponerini,Diacamma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",214,"Monnin & Peeters, 2008 (citing Andr‚àö¬© et al., 2001)",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Diacamma_indicum,Formicidae,Ponerinae,Ponerini,Diacamma,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Diacamma_rugosum,Formicidae,Ponerinae,Ponerini,Diacamma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",60,"Holldobler&Wilson, 1990 (citing Wilson, 1959); Burchill & Moreau, 2016 - (citing Beckers et al., 1989)",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Diacamma_sp,Formicidae,Ponerinae,Ponerini,Diacamma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",125,"Fukumoto et al., 1989; Sommer et al., 1993",1,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Diacamma_sp_,Formicidae,Ponerinae,Ponerini,Diacamma,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"Diacamma_sp,_1",Formicidae,Ponerinae,Ponerini,Diacamma,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Diacamma_sp.,Formicidae,Ponerinae,Ponerini,Diacamma,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Diacamma_sp._,Formicidae,Ponerinae,Ponerini,Diacamma,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Diacamma_sp._from_Nilgrili,Formicidae,Ponerinae,Ponerini,Diacamma,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Diacamma_sp6,Formicidae,Ponerinae,Ponerini,Diacamma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Diacamma_sp7,Formicidae,Ponerinae,Ponerini,Diacamma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Diacamma_sp8,Formicidae,Ponerinae,Ponerini,Diacamma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Diacamma_spfromMalaysia,Formicidae,Ponerinae,Ponerini,Diacamma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",86,"Monnin & Peeters, 2008 (citing Sommer et al., 1993)",NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Diacamma_spJapan,Formicidae,Ponerinae,Ponerini,Diacamma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",124,"Monnin & Peeters, 2008 (citing Fukumoto et al., 1989 + Kawabata & Tsuji, 2005)",NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Diacamma_spnilgiri,Formicidae,Ponerinae,Ponerini,Diacamma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017; Cournault & Peeters, 2012; Bocher et al., 2008",276.93,"Cournault & Peeters, 2012; Bocher et al., 2008",NA,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Dilobocondyla_bangalorica,Formicidae,Myrmicinae,Crematogastrini,Dilobocondyla,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,1.05,NA,NA
Dinomyrmex_gigas,Formicidae,Formicinae,Camponotini,Dinomyrmex - synonymous with Camponotus_gigas,ant,2,"Laciny et al., 2017; Orr & Charles, 1994; Or et al., 1996; Pfeiffer & Linsenmair, 2000",7000,"Pfeiffer & Linsenmair, 2000",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Dinoponera_gigantea,Formicidae,Ponerinae,Ponerini,Diacamma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",54,"Monnin & Peeters, 2008 (citing Overal, 1980 + Fourcassi‚àö¬© & Oliveira, 2002 + Monnin unpublished)",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Dinoponera_grandis,Formicidae,Ponerinae,Ponerini,Dinoponera,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",15,"Monnin & Peeters, 2008 (citing Fowler, 1985 + Paiva & Brand‚àö¬£o, 1995 + Paiva, 1997 + Monnin unpublished)",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Dinoponera_lucida,Formicidae,Ponerinae,Ponerini,Dinoponera,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Dinoponera_quadriceps,Formicidae,Ponerinae,Ponerini,Dinoponera,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017; Monnin & Peeters, 1999",72.82,"Monnin & Peeters, 2008 (citing Monnin & Peeters, 1999 + Monnin unpublished + Vasconcellos et al., 2004); Burchill & Moreau, 2016 - (citing Beckers et al., 1989)",1,1,0,0,0,0,0,0,5.226,5.589,"5.589, 5.369, 5.226",3,NA,NA,NA,NA
Discothyrea_kamiteta,Formicidae,Proceratiinae,Probolomyrmecini,Probolomyrmex,ant,1,"Blanchard & Moreau, 2017",73,"Katayama, 2013",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Discothyrea_spp.,Formicidae,Proceratiinae,Proceratiini,Discothyrea,ant,NA,NA,12,"Burchill & Moreau, 2016 - (citing Smith & Wing, 1955)",NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Dolichoderus_bispinosus,Formicidae,Dolichoderinae,Dolichoderini,Dolichoderus,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Dolichoderus_imitator,Formicidae,Dolichoderinae,Dolichoderini,Dolichoderus,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",25,"Kaspari & Vargo, 1995",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Dolichoderus_lamellosus,Formicidae,Dolichoderinae,Dolichoderini,Dolichoderus,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Dolichoderus_laminatus,Formicidae,Dolichoderinae,Dolichoderini,Dolichoderus,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Dolichoderus_lutosus,Formicidae,Dolichoderinae,Dolichoderini,Dolichoderus,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,1.18,NA,NA
Dolichoderus_mariae,Formicidae,Dolichoderinae,Dolichoderini,Dolichoderus,ant,1,"Laskis & Tschinkel, 2009; Oster & Wilson, 1978; Blanchard & Moreau, 2017",1041000,"Laskis & Tschinkel, 2009",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0.98,NA,NA
Dolichoderus_plagiatus,Formicidae,Dolichoderinae,Dolichoderini,Dolichoderus,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0.84,NA,NA
Dolichoderus_pustulatus,Formicidae,Dolichoderinae,Dolichoderini,Dolichoderus,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",445,"Kannowski, 1967",,"1,32",1,0,0,0,0,0,NA,NA,NA,NA,NA,0.79,NA,NA
Dolichoderus_quadripunctatus,Formicidae,Dolichoderinae,Dolichoderini,Dolichoderus,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,2.19,NA,NA
Dolichoderus_validus,Formicidae,Dolichoderinae,Dolichoderini,Dolichoderus,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Dolichovespula_arctica,Vespidae,Stenogastrinae,Stenogastrinae,Parischnogaster,wasp,1,NA,NA,NA,1,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Dolichovespula_arenaria,Vespidae,Vespinae,Vespinae,Dolichovespula,wasp,NA,NA,NA,"Greene, 1976 (was - 1979); Wenseleers et al., 2005 (unpublished data from this paper); Archer, 2012 (max number)",1.09,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Dolichovespula_maculata,Vespidae,Vespinae,Vespinae,Dolichovespula,wasp,NA,NA,181,"Foster et al., 2001; Archer, 2012 (max number)",1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Dolichovespula_media,Vespidae,Vespinae,Vespinae,Dolichovespula,wasp,1,NA,74,"Hammond&Keller, 2004 citing Foster et al., 2001",1.08,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Dolichovespula_norwegica,Vespidae,Vespinae,Vespinae,Dolichovespula,wasp,1,NA,NA,"Hammond&Keller, 2004; (Foster et al., 2001 + Wenseleers et al., 2005 unpublished data from this paper); Archer, 2000; Archer, 2000 (max number)",1.08,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Dolichovespula_saxonica,Vespidae,Vespinae,Vespinae,Dolichovespula,wasp,1,NA,NA,"Hammond&Keller, 2004; Bonckaert et al., 2011b; Loope et al., 2014 citing Bonckaert et al., 2011; Bonckaert et al., 2008 (max)",1.42,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Dolichovespula_sylvestris,Vespidae,Vespinae,Vespinae,Dolichovespula,wasp,1,NA,NA,"Hammond&Keller, 2004; (Foster et al., 2001 + Wenseleers et al., 2005 queen and worker policing in the tree wasp); Archer, 2002; Archer, 2012 (max)",1.15,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Dorylus_affinis,Formicidae,Dorylinae,Dorylini (There do not seem to be any valid Tribes within Dorylinae),Dorylus,ant,2,"Schöning et al., 2005",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Dorylus_fulvus,Formicidae,Dorylinae,Dorylini (There do not seem to be any valid Tribes within Dorylinae),Dorylus - Dorylus_fulvus_obscurior,ant,2,"Schöning et al., 2005",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Dorylus_gribodoi,Formicidae,Dorylinae,Dorylini (There do not seem to be any valid Tribes within Dorylinae),Dorylus,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,4.58,NA,NA
Dorylus_kohli,Formicidae,Dorylinae,Dorylini (There do not seem to be any valid Tribes within Dorylinae),Dorylus,ant,2,"Schöning et al., 2005",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Dorylus_laevigatus,Formicidae,Dorylinae,Dorylini (There do not seem to be any valid Tribes within Dorylinae),Dorylus,ant,1,"Holldobler&Wilson, 1990; Berghoff et al., 2003; Schöning et al., 2005; Berghoff et al., 2002",325000,"Berghoff et al., 2002",,NA,NA,0,0,0,0,0,NA,NA,"2.917, 1.133, 1.864, 0.998, 1.034",5,NA,NA,NA,NA
Dorylus_nigricans,Formicidae,Dorylinae,Dorylini,Dorylus,ant,2,"Holldobler&Wilson, 1990; Braendle et al., 2003; Schöning et al., 2005",8018400,"Beckers et al., 1989; Barth et al., 2014","15,93",1,0,0,0,0,0,0,0.733,3.364,"2.872, 1.712, 3.033, 2.092, 0.896, 1.816, 1.376, 0.733, 0.918, 0.905, 3.016, 1.265, 1.061, 3.364",14,5.1555,NA,2,"5.432, 4.879"
Dorylus_nigricans_molestus,Formicidae,Dorylinae,Dorylini,Dorylus ,ant,2,"Holldobler&Wilson, 1990; Braendle et al., 2003; Sch‚àö‚àÇning et al., 2005",1.50E+07,"Barth et al., 2014 (citing Schneirla, 1971; Kronauer et al., 2007; Kronauer et al., 2011); Jaffe et al., 2012 (citing Scheneirla, 1971; Kronauer et al., 2004; Kronauer et al., 2006)",15.93,1,0,0,0,0,0,4,0.733,3.364,"2.872, 1.712, 3.033, 2.092, 0.896, 1.816, 1.376, 0.733, 0.918, 0.905, 3.016, 1.265, 1.061, 3.364",14,5.1555,NA,2,"5.432, 4.879"
Dorylus_opacus,Formicidae,Dorylinae,Dorylini,Dorylus,ant,2,"Sch‚àö‚àÇning et al., 2005",NA,NA,NA,NA,NA,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA
Dorylus_orientalis,NA,NA,NA,NA,ant,2,"Holldobler&Wilson, 1990;",NA,,,,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorylus_vishnui,Formicidae,Dorylinae,Dorylini,Dorylus,ant,2,"Schöning et al., 2005",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Dorylus_wilverthi,Formicidae,Dorylinae,Dorylini,Dorylus,ant,2,"Holldobler&Wilson, 1990; Schöning et al., 2005",14750000,"Kaspari & Vargo, 1995; Beckers et al., 1989",,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Dorymyrmex_bicolor,Formicidae,Dolichoderinae,Leptomyrmecini,Dorymyrmex,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017; Godfrey & Gronenberg, 2020",10000,"Fjerdingstad & Crozier, 2006",,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Dorymyrmex_biconis,Formicidae,Dolichoderinae,Leptomyrmecini,Dorymyrmex,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",5000,"Beckers et al., 1989",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Dorymyrmex_bossutus,Formicidae,Dolichoderinae,Leptomyrmecini,Dorymyrmex,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",1000,"King & Porter, 2007",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Dorymyrmex_bureni,Formicidae,Dolichoderinae,Leptomyrmecini,Dorymyrmex,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",1000,"King & Porter, 2007",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Dorymyrmex_elegans,Formicidae,Dolichoderinae,Leptomyrmecini,Dorymyrmex,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",1000,"King & Porter, 2007",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Dorymyrmex_grandulus,Formicidae,Dolichoderinae,Leptomyrmecini,Dorymyrmex,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",1000,"King & Porter, 2007",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Dorymyrmex_insanus,Formicidae,Dolichoderinae,Leptomyrmecini,Dorymyrmex,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017; Godfrey & Gronenberg, 2020",NA,,"1,09",1,0,0,0,0,0,0,0.684,0.802,"0.802, 0.733, 0.698, 0.698, 0.684, 0.687, 0.777",7,1.116,NA,1,1.116
Dorymyrmex_reginicula,Formicidae,Dolichoderinae,Leptomyrmecini,Dorymyrmex,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",1000,"King & Porter, 2007",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Duckeola_ghilianii,Apidae,Apinae,Meliponini,Duckeola,bee,1,NA,10000,"Toth et al., 2004",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Eciton_burchellii,Formicidae,Dorylinae - was Ecitoninae,NA,Eciton,ant,4,"Holldobler&Wilson, 1990; Baudier & O'Donnell, 2018; Powell & Franks, 2006; Jaffe et al., 2007; Powell & Franks, 2005; Wheeler, 1991",699995,"Shik, 2008; Holldobler & Wilson, 1990; Schneirla, 1971; Kaspari & Vargo, 1995","11,82",1,0,0,0,0,0,0,1.09,3.291,"3.055, 1.675, 1.231, 3.202, 3.291, 1.09, 3.056, 1.633, 3.143, 3.256",10,NA,NA,NA,NA
Eciton_dulcium,Formicidae,Dorylinae,NA,Eciton - crassinode subspecies was previously included.,ant,3,"Holldobler&Wilson, 1990; Powell & Franks, 2005",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Eciton_hamatum,Formicidae,Dorylinae - was Ecitoninae,Without tribe - was Ecitonini,Eciton,ant,4,"Holldobler&Wilson, 1990; Powell & Franks, 2005",250000,"Shik, 2008; Holldobler & Wilson, 1990",,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Eciton_mexicanum,Formicidae,Dorylinae,NA,Eciton,ant,3,"Holldobler&Wilson, 1990; Powell & Franks, 2005",5.00E+05,"Barth et al., 2014","13,71",1,0,0,0,0,0,0,0.931,2.412,"1.343, 1.219, 2.412, 1.409, 0.931, 2.316",6,NA,NA,NA,NA
Eciton_rapax,Formicidae,Dorylinae,NA,Eciton,ant,3,"Holldobler&Wilson, 1990",275000,"Beckers et al., 1989",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Eciton_vagans,Formicidae,Dorylinae,NA,Eciton,ant,3,"Holldobler&Wilson, 1990",250000,"Rettenmeyer, 1963","19,18",1,0,0,0,0,0,0,0.878,3.225,"1.79, 3.018, 1.77, 0.878, 1.923, 1.526, 3.225",7,NA,NA,NA,NA
Eciton_vagans_angustatum,Formicidae,Dorylinae,NA,Eciton,ant,3,"Holldobler&Wilson, 1990",250000,"Barth et al., 2014 (citing Rettenmeyer, 1963 needs to be checked for sample size)",19.18,1,0,0,0,0,0,4,0.878,3.225,"1.79, 3.018, 1.77, 0.878, 1.923, 1.526, 3.225",7,NA,NA,NA,NA
Ectatomma_edentatum,Formicidae,Ectatomminae,Ectatommini,Ectatomma,ant,1,"Blanchard & Moreau, 2017",104,"Antonialli & Giannotti, 2001",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Ectatomma_opaciventre,Formicidae,Ectatomminae,Ectatommini,Ectatomma,ant,1,"Blanchard & Moreau, 2017",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Ectatomma_planidens,Formicidae,Ectatomminae,Ectatommini,Ectatomma,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Ectatomma_ruidum,Formicidae,Ectatomminae,Ectatommini,Ectatomma,ant,1,"Holldobler&Wilson, 1990; Oster & Wilson, 1978; Blanchard & Moreau, 2017",81.88,"Lenoir et al., 2011; Kaspari & Vargo, 1995; Beckers et al., 1989",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Ectatomma_suzanae,Formicidae,Ectatomminae,Ectatommini,Ectatomma,ant,1,"Blanchard & Moreau, 2017; Segundo et al., 2012",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Ectatomma_tuberculatum,Formicidae,Ectatomminae,Ectatommini,Ectatomma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",381.09,"Hora, 2005; Hora et al., 2007; Perez-Lachaud et al,. 2010; Hora et al., 2001; Perez-Lachaud et al., 2011",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Ectatomma_vizottoi,Formicidae,Ectatomminae,Ectatommini,Ectatomma,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Ectomomyrmex_astutus,Formicidae,Ponerinae,Ponerini,Ectomomyrmex - synonymous with (protonym) Pachycondyla_astuta,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Ectomomyrmex_striatulus,Formicidae,Ponerinae,Ponerini,Dinoponera - probably not classed as eusocial. Have gamergates,ant,1,"Blanchard & Moreau, 2017",15,"Holldobler & Wilson, 1990",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Epipona_tatua,Vespidae,Polistinae,Epiponini,Brachygastra,wasp,1,NA,450,"Raw, 1998",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Euponera_fossigera,Formicidae,Ponerinae,Ponerini,Ectomomyrmex - was Pachycondyla striata,ant,1,"Blanchard & Moreau, 2017",50,"Villet, 1994",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Euponera_pilosior,NA,NA,NA,NA,ant,1,"Blanchard & Moreau, 2017",8,"Sanders, personal communication",,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euponera_sikorae,Formicidae,Ponerinae,Ponerini,Euponera,ant,1,"Blanchard & Moreau, 2017",19.9,"Peeters & Fisher, 2016",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Euponera_wroughtonii,Formicidae,Ponerinae,Ponerini,Euponera - synonymous with Pachycondyla_wroughtonii,ant,1,"Blanchard & Moreau, 2017",500,"Villet, 1990",,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Euprenolepis_procera,Formicidae,Formicinae,Lasiini,Euprenolepis,ant,2,"Antwiki, 2024",5000,"Volker & Ulrich, 2008",,,1,0,0,0,0,0,NA,NA,NA,NA,NA,1.1,NA,NA
Eurhopalothrix_australis,Formicidae,Myrmicinae,Attini,Eurhopalothrix,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Eurhopalothrix_biroi,Formicidae,Myrmicinae,Attini,Eurhopalothrix,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",50,"Wilson, 1959",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Eurhopalothrix_floridana,Formicidae,Myrmicinae,Attini,Eurhopalothrix,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",100,"King & Porter, 2007",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Eurhopalothrix_heliscata,Formicidae,Myrmicinae,Attini,Eurhopalothrix,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Eustenogaster_fraterna,Vespidae,Polistinae,Ropalidiini,Ropalidia,wasp,1,NA,2.72,"Landi et al., 2003",1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Eutetramorium_mocquerysi,Formicidae,Myrmicinae,Crematogastrini,Eutetramorium,ant,1,"Blanchard & Moreau, 2017",44,"Heinze et al., 1999",,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
