animal,Family,Subfamily,Tribe,Genus,type,caste.number,caste.number.ref,colony.size,colony.size.ref,queen.mating.frequency.original,queen.number.continuous,queen.number.binary,Supercolonial.Helantera.review_no.stringent.nonstringent,social.parasite.Antwiki_no.yes,clonal,hybridisation,Taxonomic_info.Antcat.registered_undescribed.species_Antcat.unregistered_incertae.sedis._subspecies,Min_size,Max_size,Raw_Data_all_workers,Sample_size_all_workers,Queen_HW_mean,Queen_HW_mean.1,Sample_size_queen,Raw_data_queen
Microstigmus_arlei,Crabronidae,Pemphredoninae,Pemphredonini,Microstigmus,bee,1,NA,3.5,"Matthew, 1968 - I don't see this number in the reference given",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Microstigmus_brasiliensis,Crabronidae,Pemphredoninae,Pemphredonini,Microstigmus,bee,1,NA,3.5,"Matthew, 1968",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Microstigmus_comes,Crabronidae,Pemphredoninae,Pemphredonini,Microstigmus,bee,1,"Hughes et al. 2008; Matthew, 1968",6.5,"Matthew, 1968",1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Microstigmus_luederwaldti,Crabronidae,Pemphredoninae,Pemphredonini,Microstigmus,bee,1,NA,3.5,"Matthew, 1968",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Mischocyttarus_cassununga,Vespidae,Polistinae,Polistinae,Asteloeca,wasp,1,NA,13,"Raw, 1998",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Mischocyttarus_cerberus,Vespidae,Polistinae,Polistinae,Mischocyttarus,wasp,NA,NA,5,"Raw, 1998",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Mischocyttarus_goyanus,Vespidae,Polistinae,Polistinae,Mischocyttarus,wasp,NA,NA,7,"Raw, 1998",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Monomorium_floricola,Formicidae,Myrmicinae,Solenopsidini,Monomorium,ant,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Monomorium_hiten,Formicidae,Myrmicinae,Solenopsidini,Monomorium,ant,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Monomorium_intrudens,Formicidae,Myrmicinae,Solenopsidini,Monomorium,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Monomorium_minimum,Formicidae,Myrmicinae,Solenopsidini,Monomorium,ant,1,"Bhatkar, 1992",105000,"Geraghty et al., 2007; Bhatkar, 1992",1,30,1,0,0,0,0,0,0.378,0.458,"0.453, 0.458, 0.420, 0.378",4,0.64,NA,2,"0.691, 0.588"
Monomorium_pharaonis,Formicidae,Myrmicinae,Solenopsidini,Monomorium,ant,1,"Wilson, 1978; Borgesen, 2000; Jackson et al., 2007",800,"Buczkowksi & Bennett, 2009; Burchill & Moreau, 2016 - (citing Beckers et al., 1989)",1,30,1,2,0,0,0,0,0.378,0.809,"0.479, 0.436, 0.446, 0.412, 0.395, 0.420, 0.432, 0.423, 0.442, 0.421, 0.378, 0.809, 0.441",13,0.639,NA,3,"0.604, 0.622, 0.692"
Monomorium_rothsteini,Formicidae,Myrmicinae,Solenopsidini,Monomorium - synonymous with Chelaner_rothsteini,ant,NA,,36500,"Davison, 1982",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Monomorium_salomonis,Formicidae,Myrmicinae,Solenopsidini,Monomorium,ant,NA,,NA,,,30,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Monomorium_trageri,Formicidae,Myrmicinae,Solenopsidini,Monomorium,ant,1,"Rajakumar et al., 2018",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Monomorium_triviale,Formicidae,Myrmicinae,Solenopsidini,Monomorium,ant,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Monomorium_viridum,Formicidae,Myrmicinae,Solenopsidini,Monomorium,ant,NA,,10000,"King & Porter, 2007",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Mycetagroicus_cerradensis,Formicidae,Myrmicinae,Attini,Mycetagroicus,ant,1,"Blanchard & Moreau, 2017",373,"Ferguson-Gow, 2014",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Mycetarotes_acutus,Formicidae,Myrmicinae,Attini,Mycetarotes,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Mycetarotes_carinatus,Formicidae,Myrmicinae,Attini,Mycetarotes,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0.88,NA,NA
Mycetarotes_parallelus,Formicidae,Myrmicinae,Attini,Mycetarotes,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",110.57,"Ferguson-Gow, 2014",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,1.03,NA,NA
Mycetomoelleris_opulentus,Formicidae,Myrmicinae,Attini,Mycetomoelleris,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Mycetomoellerius_isthmicus,Formicidae,Myrmicinae,Attini,Mycetomoellerius - was Trachymyrmex,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",100.67,"Ferguson-Gow, 2014",1,1,0,0,0,0,0,0,NA,NA,1.131,1,NA,NA,NA,NA
Mycetomoellerius_jamaicensis,Formicidae,Myrmicinae,Attini,Mycetomoellerius,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",525,"Ferguson-Gow, 2014",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Mycetomoellerius_ruthae,Formicidae,Myrmicinae,Attini,Mycetomoellerius,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",305.5,"Holldobler & Wilson, 1990; Kaspari & Vargo, 1995",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Mycetomoellerius_turrifex,Formicidae,Myrmicinae,Attini,Mycetomoellerius,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",300,"Ferguson-Gow, 2014",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,1.05,NA,NA
Mycetomoellerius_urichii,Formicidae,Myrmicinae,Attini,Mycetomoellerius - synonymous with Trachymyrmex_urichii,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",100,"Beckers et al., 1989",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Mycetomoellerius_zeteki,Formicidae,Myrmicinae,Attini,Mycetomoellerius,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",147.92,"Hammond & Keller, 2004; Ferguson-Gow, 2014; Kaspari & Vargo, 1995",1.17,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Mycetophylax_clorindae,Formicidae,Myrmicinae,Attini,Mycetophylax,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",70.5,"Ferguson-Gow, 2014",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Mycetophylax_conformis,Formicidae,Myrmicinae,Attini,Mycetophylax,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",104.58,"Ferguson-Gow, 2014; Klingenberg et al., 2007",1,1,0,0,0,0,0,0,0.588,0.717,"0.713, 0.717, 0.588",3,NA,NA,NA,NA
Mycetophylax_faunulus,Formicidae,Myrmicinae,Attini,Mycetophylax,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",16,"Ferguson-Gow, 2014",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Mycetophylax_lectus,Formicidae,Myrmicinae,Attini,Mycetophylax - was Cyphomyrmex_lectus,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",70,"Ramos-Lacau et al., 2015",,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Mycetophylax_morschi,Formicidae,Myrmicinae,Attini,Mycetophylax - synonymous with Cyphomyrmex_morschi,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",108.21,"Ferguson-Gow, 2014; Klingenberg et al., 2007",1,1,0,0,0,0,0,0,0.557,0.609,"0.557, 0.609",2,0.736,NA,1,0.736
Mycetophylax_simplex,Formicidae,Myrmicinae,Attini,Mycetophylax,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",220.04,"Ferguson-Gow, 2014; Klingenberg et al., 2007",1,1,0,0,0,0,0,0,NA,NA,0.954,1,NA,NA,NA,NA
Mycetosoritis_hartmanni,Formicidae,Myrmicinae,Attini,Mycetosoritis,ant,1,"Blanchard & Moreau, 2017",50,"Ferguson-Gow, 2014",,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Mycocepurus_castrator,Formicidae,Myrmicinae,Attini,1,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",1,"Ferguson-Gow, 2014",NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Mycocepurus_goeldii,Formicidae,Myrmicinae,Attini,Mycocepurus,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",678.86,"Ferguson-Gow, 2014",,"1,63",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Mycocepurus_smithii,Formicidae,Myrmicinae,Attini,Mycocepurus,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017; Kempf, 1963",62.63,"Ferguson-Gow, 2014; Rabeling et al., 2007",NA,23,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myopias_concava,Formicidae,Ponerinae,Ponerini,Myopias - synonymous with Pachycondyla analis/Megaponera foetens,ant,1,"Blanchard & Moreau, 2017",60,"Wilson, 1959",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myopias_emeryi,Formicidae,Ponerinae,Ponerini,Myopias,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myopias_julivora,Formicidae,Ponerinae,Ponerini,Myopias,ant,1,"Blanchard & Moreau, 2017",55,"Wilson, 1959",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myopias_maligna,Formicidae,Ponerinae,Ponerini,Myopias,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myopias_sp.,Formicidae,Ponerinae,Ponerini,Myopias,ant,NA,NA,30,"Wilson, 1959",NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Myopias_sp.1,Formicidae,Ponerinae,Ponerini,Myopias,ant,1,"Blanchard & Moreau, 2017",60,"Holldobler&Wilson, 1990",NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Myopias_sp.2,Formicidae,Ponerinae,Ponerini,Myopias,ant,1,"Blanchard & Moreau, 2017",55,"Holldobler&Wilson, 1990",NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Myopias_sp.3,Formicidae,Ponerinae,Ponerini,Myopias,ant,1,"Blanchard & Moreau, 2017",30,"Holldobler&Wilson, 1990",NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Myopopone_castanea,Formicidae,Amblyoponinae,Amblyoponini,Myopopone,ant,1,"Oster & Wilson, 1978; Ito, 2010",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecia_brevinoda,Formicidae,Myrmeciinae,Myrmeciini,Myrmecia,ant,1,"Higashi & Peeters, 1990; Blanchard & Moreau, 2017",2576,"Higashi & Peeters, 1990","2,82","2,25",1,0,0,0,0,0,2.892,4.884,"3.443, 4.265, 4.884, 2.892",4,NA,NA,NA,NA
Myrmecia_desertorum,Formicidae,Myrmeciinae,Myrmeciini,Myrmecia,ant,NA,"Wilson, 1978",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecia_dispar,Formicidae,Myrmeciinae,Myrmeciini,Myrmecia,ant,1,"Gray, 1971; Dietemann et al., 2002; Blanchard & Moreau, 2017",125,"Holldobler & Wilson, 1990",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecia_forceps,Formicidae,Myrmeciinae,Myrmeciini,Myrmecia,ant,1,"Blanchard & Moreau, 2017",25,"Ito et al., 1994",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecia_forficata,Formicidae,Myrmeciinae,Myrmeciini,Myrmecia,ant,1,"Blanchard & Moreau, 2017",211,"Gray, 1974",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecia_froggatti,Formicidae,Myrmeciinae,Myrmeciini,Myrmecia,ant,1,"Blanchard & Moreau, 2017; Gray, 1973",34.5,"Ito et al., 1994; Gray, 1974",,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecia_fulvipes,Formicidae,Myrmeciinae,Myrmeciini,Myrmecia,ant,1,"Blanchard & Moreau, 2017",108.56,"Gray, 1974",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecia_gulosa,Formicidae,Myrmeciinae,Myrmeciini,Myrmecia,ant,1,"Blanchard & Moreau, 2017; Dietemann et al., 2002",974.24,"Holldobler & Wilson, 1990; Dietemann, 2002; Beckers et al., 1989",,"1,14",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecia_harderi,Formicidae,Myrmeciinae,Myrmeciini,Myrmecia,ant,1,"Blanchard & Moreau, 2017",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecia_imaii,Formicidae,Myrmeciinae,Myrmeciini,Myrmecia,ant,NA,"Wilson, 1978",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecia_mandibularis,Formicidae,Myrmeciinae,Myrmeciini,Myrmecia,ant,1,"Blanchard & Moreau, 2017",402,"Shik, 2008",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecia_michaelseni,Formicidae,Myrmeciinae,Myrmeciini,Myrmecia,ant,1,"Blanchard & Moreau, 2017",17,"Gray, 1974",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecia_nigriceps,Formicidae,Myrmeciinae,Myrmeciini,Myrmecia,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecia_nigrocincta,Formicidae,Myrmeciinae,Myrmeciini,Myrmecia,ant,1,"Blanchard & Moreau, 2017",821,"Holldobler & Wilson, 1990",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecia_picta,Formicidae,Myrmeciinae,Myrmeciini,Myrmecia,ant,1,"Blanchard & Moreau, 2017",25,"Ito et al., 1994",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecia_piliventris,Formicidae,Myrmeciinae,Myrmeciini,Myrmecia,ant,1,"Blanchard & Moreau, 2017",165.5,"Gray, 1974",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecia_pilosula,Formicidae,Myrmeciinae,Myrmeciini,Myrmecia,ant,1,"Blanchard & Moreau, 2017",754.2,"Fjerdingstad & Crozier, 2006; Holldobler & Wilson 1990; Kaspari & Vargo, 1995","1,78","2,1",1,0,0,0,0,0,NA,NA,1.975,1,NA,NA,NA,NA
Myrmecia_pyriformis,Formicidae,Myrmeciinae,Myrmeciini,Myrmecia,ant,2,"Wilson, 1978; Dietemann et al., 2004",1240.67,"Fjerdingstad, 2006; Gray, 1974",NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecia_simillima,Formicidae,Myrmeciinae,Myrmeciini,Myrmecia,ant,1,"Blanchard & Moreau, 2017; Gray, 1973",162.4,"Gray, 1974",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecia_tarsata,Formicidae,Myrmeciinae,Myrmeciini,Myrmecia,ant,NA,"Wilson, 1978",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecia_tepperi,Formicidae,Myrmeciinae,Myrmeciini,Myrmecia,ant,1,"Blanchard & Moreau, 2017",117,"Gray, 1974",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecia_testaceipes,Formicidae,Myrmeciinae,Myrmeciini,Myrmecia,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecia_varians,Formicidae,Myrmeciinae,Myrmeciini,Myrmecia,ant,1,"Blanchard & Moreau, 2017; Gray, 1973",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecia_vindex,Formicidae,Myrmeciinae,Myrmeciini,Myrmecia,ant,1,"Blanchard & Moreau, 2017",185.75,"Holldobler & Wilson, 1990; Kaspari & Vargo, 1995",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecina_americana,Formicidae,Myrmicinae,Myrmecinini,Myrmecina,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",37,"Geraghty et al., 2007; King & Porter, 2007",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecina_graminicola,Formicidae,Myrmicinae,Myrmecinini,Myrmecina,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",45.92,"Ohkawara, 1993; Buschinger & Schreiber, 2002",,2.49,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecina_nipponica,Formicidae,Myrmicinae,Myrmecinini,Myrmecina,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",21.38,"Burchill & Moreau, 2016 - (citing Miyazaki et al., 2010)",1.02,1,0,0,0,1,0,0,NA,NA,0.752,1,NA,0.93,NA,NA
Myrmecina_spA,Formicidae,Myrmicinae,Myrmecinini,Myrmecina,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecina_transversa,Formicidae,Myrmicinae,Myrmecinini,Myrmecina,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",100,"Holldobler & Wilson, 1990",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecocystus_depilis,Formicidae,Formicinae,Lasiini,Myrmecocystus,ant,2,"Holldobler&Wilson, 1990",NA,NA,1,1,0,0,0,0,0,0,0.94,1.069,"1.069, 0.971, 0.94",3,NA,NA,NA,NA
Myrmecocystus_mendax,Formicidae,Formicinae,Lasiini,Myrmecocystus,ant,2,"Eriksson et al., 2019",1991,"Conway, 2003","1,44","3,26",1,0,0,0,0,0,1.238,1.718,"1.643, 1.611, 1.575, 1.718, 1.238, 1.365",6,2.212,NA,1,2.212
Myrmecocystus_mexicanus,Formicidae,Formicinae,Lasiini,Myrmecocystus,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmecocystus_mimicus,Formicidae,Formicinae,Lasiini,Myrmecocystus,ant,2,"Holldobler&Wilson, 1990",97,"Jaffe et al., 2012","1,154",1,0,0,0,0,0,0,1.009,1.579,"1.261, 1.271, 1.579, 1.009",4,1.772,NA,1,1.772
Myrmelachista_catharinae,Formicidae,Formicinae,Myrmelachistini,Myrmelachista,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmelachista_flavocotea,Formicidae,Formicinae,Myrmelachistini,Myrmelachista,ant,NA,,7554,"Kuhn, 2014",,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.97,NA,NA
Myrmelachista_nodigera,Formicidae,Formicinae,Myrmelachistini,Myrmelachista,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmelachista_ruzskyi,Formicidae,Formicinae,Myrmelachistini,Myrmelachista - synonymous with Myrmelachista_ruszkii,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmelachista_schumanni,Formicidae,Formicinae,Myrmelachistini,Myrmelachista,ant,NA,NA,3.00E+06,"Frederickson et al., 2005",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmica_americana,Formicidae,Myrmicinae,Myrmicini,Myrmica,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017; Rajakumar et al., 2018",275,"Cole, 1983",1,NA,1,0,0,0,0,0,1.045,1.137,"1.045, 1.137",2,NA,NA,NA,NA
Myrmica_angulata,NA,NA,NA,NA,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",500,"Ran, personal communication",,,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myrmica_brevispinosa,Formicidae,Myrmicinae,Myrmicini,Myrmica,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmica_fracticornis,Formicidae,Myrmicinae,Myrmicini,Myrmica,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmica_gallienii,Formicidae,Myrmicinae,Myrmicini,Myrmica - synonymous with Myrmica_limanica,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmica_hirsuta,Formicidae,Myrmicinae,Myrmicini,Myrmica,ant,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,1.02,NA,NA
Myrmica_incompleta,Formicidae,Myrmicinae,Myrmicini,Myrmica,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmica_kotokui,Formicidae,Myrmicinae,Myrmicini,Myrmica,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,,,NA,NA,0,0,0,0,0,0.914,1.168,"1.168, 1.065, 0.947, 1.104, 0.982, 0.914, 1",7,NA,1.25,NA,NA
Myrmica_latifrons,Formicidae,Myrmicinae,Myrmicini,Myrmica,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",255,"Geraghty et al., 2007",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmica_lobicornis,Formicidae,Myrmicinae,Myrmicini,Myrmica,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",300,"Seppä, 1994",1,"1,14",1,0,0,0,0,0,0.88,1.045,"0.925, 1.045, 0.921, 1.004, 0.963, 0.914, 0.900, 0.999, 1.001, 0.955, 1.018, 1.018, 1.006, 0.880, 0.956, 0.999",16,1.021,NA,3,"1.067, 1.022, 0.974"
Myrmica_lobifrons,Formicidae,Myrmicinae,Myrmicini,Myrmica,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmica_pinetorum,Formicidae,Myrmicinae,Myrmicini,Myrmica,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",396,"Geraghty et al., 2007",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmica_punctiventris,Formicidae,Myrmicinae,Myrmicini,Myrmica,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",13.08,"Hammond & Keller, 2004; Kramer et al., 2014","1,04",1.41,1,0,0,0,0,0,0.951,0.99,"0.990, 0.951",2,NA,NA,NA,NA
Myrmica_rubra,Formicidae,Myrmicinae,Myrmicini,Myrmica,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017; Tschinkel, 1998",1044.28,"www.antprofiler.org; Sepp‚àö¬ß & Walin, 1996; Burchill & Moreau, 2016 - (citing Beckers et al., 1989)",1.22,7.56,1,1,1,0,0,0,0.825,2.141,"0.891, 1.032, 0.946, 1.044, 2.141, 0.920, 0.946, 0.825, 0.951",9,0.935,NA,6,"0.900, 0.937, 1.131, 1.00, 0.757, 0.887"
Myrmica_ruginodis,Formicidae,Myrmicinae,Myrmicini,Myrmica,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",665.29,"Fjerdingstad & Crozier, 2006; Holldobler & Wilson 1990; Seppä, 1994; Beckers et al., 1989","1,08","2,53",1,0,0,0,0,0,0.883,2.162,"0.985, 1.061, 0.883, 2.162, 1.050, 1.071, 0.940, 1.137, 1.027, 1.001",10,1.06,NA,3,"0.926, 1.123, 1.131"
Myrmica_sabuleti,Formicidae,Myrmicinae,Myrmicini,Myrmica,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",3000,"Burchill & Moreau, 2016 - (citing Beckers et al., 1989)",NA,NA,NA,0,1,0,0,0,0.891,1.108,"0.891, 1.063, 1.017, 1.108",4,NA,1.2,NA,NA
Myrmica_scabrinodis,Formicidae,Myrmicinae,Myrmicini,Myrmica,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",514.9,"Fjerdingstad & Crozier, 2006; Csata et al., 2017; Elmes & Wardlaw, 1982","1,45","3,81",1,0,0,0,0,0,0.828,1.1,"1.034, 1.110, 1.006, 0.935, 0.972, 0.931, 0.828, 1.099, 1.011, 0.888, 0.992, 0.975, 0.880, 0.849",14,1.046,1.1,2,"1.046, 1.046"
Myrmica_schencki,Formicidae,Myrmicinae,Myrmicini,Myrmica,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",255,"Holldobler & Wilson, 1990",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmica_serica,Formicidae,Myrmicinae,Myrmicini,Myrmica,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmica_spatulata,Formicidae,Myrmicinae,Myrmicini,Myrmica,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",296,"Geraghty et al., 2007",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmica_spinosior,Formicidae,Myrmicinae,Myrmicini,Myrmica,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Myrmica_sulcinodis,Formicidae,Myrmicinae,Myrmicini,Myrmica,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",120,"Holldobler&Wilson, 1990",1.12,8.6,1,1,0,0,0,0,1.042,1.209,"1.064, 1.121, 1.209, 1.105, 1.042, 1.060",7,NA,1.25,NA,NA
